1 0.100000 180.000000 0.048008 0.951992 
1 0.100000 180.100000 0.048101 0.951899 
1 0.100000 180.200000 0.048195 0.951805 
1 0.100000 180.300000 0.048289 0.951711 
1 0.100000 180.400000 0.048383 0.951617 
1 0.100000 180.500000 0.048477 0.951523 
1 0.100000 180.600000 0.048572 0.951428 
1 0.100000 180.700000 0.048666 0.951334 
1 0.100000 180.800000 0.048761 0.951239 
1 0.100000 180.900000 0.048855 0.951145 
1 0.100000 181.000000 0.048950 0.951050 
1 0.100000 181.100000 0.049045 0.950955 
1 0.100000 181.200000 0.049140 0.950860 
1 0.100000 181.300000 0.049235 0.950765 
1 0.100000 181.400000 0.049330 0.950670 
1 0.100000 181.500000 0.049426 0.950574 
1 0.100000 181.600000 0.049521 0.950479 
1 0.100000 181.700000 0.049617 0.950383 
1 0.100000 181.800000 0.049713 0.950287 
1 0.100000 181.900000 0.049808 0.950192 
1 0.100000 182.000000 0.049904 0.950096 
1 0.100000 182.100000 0.050000 0.950000 
1 0.100000 182.200000 0.050096 0.949904 
1 0.100000 182.300000 0.050193 0.949807 
1 0.100000 182.400000 0.050289 0.949711 
1 0.100000 182.500000 0.050386 0.949614 
1 0.100000 182.600000 0.050482 0.949518 
1 0.100000 182.700000 0.050579 0.949421 
1 0.100000 182.800000 0.050676 0.949324 
1 0.100000 182.900000 0.050773 0.949227 
1 0.100000 183.000000 0.050870 0.949130 
1 0.100000 183.100000 0.050967 0.949033 
1 0.100000 183.200000 0.051065 0.948935 
1 0.100000 183.300000 0.051162 0.948838 
1 0.100000 183.400000 0.051260 0.948740 
1 0.100000 183.500000 0.051357 0.948643 
1 0.100000 183.600000 0.051455 0.948545 
1 0.100000 183.700000 0.051553 0.948447 
1 0.100000 183.800000 0.051651 0.948349 
1 0.100000 183.900000 0.051749 0.948251 
1 0.100000 184.000000 0.051848 0.948152 
1 0.100000 184.100000 0.051946 0.948054 
1 0.100000 184.200000 0.052044 0.947956 
1 0.100000 184.300000 0.052143 0.947857 
1 0.100000 184.400000 0.052242 0.947758 
1 0.100000 184.500000 0.052341 0.947659 
1 0.100000 184.600000 0.052440 0.947560 
1 0.100000 184.700000 0.052539 0.947461 
1 0.100000 184.800000 0.052638 0.947362 
1 0.100000 184.900000 0.052737 0.947263 
1 0.100000 185.000000 0.052837 0.947163 
1 0.100000 185.100000 0.052936 0.947064 
1 0.100000 185.200000 0.053036 0.946964 
1 0.100000 185.300000 0.053136 0.946864 
1 0.100000 185.400000 0.053236 0.946764 
1 0.100000 185.500000 0.053336 0.946664 
1 0.100000 185.600000 0.053436 0.946564 
1 0.100000 185.700000 0.053536 0.946464 
1 0.100000 185.800000 0.053637 0.946363 
1 0.100000 185.900000 0.053737 0.946263 
1 0.100000 186.000000 0.053838 0.946162 
1 0.100000 186.100000 0.053939 0.946061 
1 0.100000 186.200000 0.054039 0.945961 
1 0.100000 186.300000 0.054140 0.945860 
1 0.100000 186.400000 0.054242 0.945758 
1 0.100000 186.500000 0.054343 0.945657 
1 0.100000 186.600000 0.054444 0.945556 
1 0.100000 186.700000 0.054546 0.945454 
1 0.100000 186.800000 0.054647 0.945353 
1 0.100000 186.900000 0.054749 0.945251 
1 0.100000 187.000000 0.054851 0.945149 
1 0.100000 187.100000 0.054953 0.945047 
1 0.100000 187.200000 0.055055 0.944945 
1 0.100000 187.300000 0.055157 0.944843 
1 0.100000 187.400000 0.055259 0.944741 
1 0.100000 187.500000 0.055362 0.944638 
1 0.100000 187.600000 0.055464 0.944536 
1 0.100000 187.700000 0.055567 0.944433 
1 0.100000 187.800000 0.055670 0.944330 
1 0.100000 187.900000 0.055773 0.944227 
1 0.100000 188.000000 0.055876 0.944124 
1 0.100000 188.100000 0.055979 0.944021 
1 0.100000 188.200000 0.056082 0.943918 
1 0.100000 188.300000 0.056185 0.943815 
1 0.100000 188.400000 0.056289 0.943711 
1 0.100000 188.500000 0.056392 0.943608 
1 0.100000 188.600000 0.056496 0.943504 
1 0.100000 188.700000 0.056600 0.943400 
1 0.100000 188.800000 0.056704 0.943296 
1 0.100000 188.900000 0.056808 0.943192 
1 0.100000 189.000000 0.056912 0.943088 
1 0.100000 189.100000 0.057017 0.942983 
1 0.100000 189.200000 0.057121 0.942879 
1 0.100000 189.300000 0.057226 0.942774 
1 0.100000 189.400000 0.057330 0.942670 
1 0.100000 189.500000 0.057435 0.942565 
1 0.100000 189.600000 0.057540 0.942460 
1 0.100000 189.700000 0.057645 0.942355 
1 0.100000 189.800000 0.057750 0.942250 
1 0.100000 189.900000 0.057855 0.942145 
1 0.100000 190.000000 0.057961 0.942039 
1 0.100000 190.100000 0.058066 0.941934 
1 0.100000 190.200000 0.058172 0.941828 
1 0.100000 190.300000 0.058278 0.941722 
1 0.100000 190.400000 0.058384 0.941616 
1 0.100000 190.500000 0.058490 0.941510 
1 0.100000 190.600000 0.058596 0.941404 
1 0.100000 190.700000 0.058702 0.941298 
1 0.100000 190.800000 0.058808 0.941192 
1 0.100000 190.900000 0.058915 0.941085 
1 0.100000 191.000000 0.059022 0.940978 
1 0.100000 191.100000 0.059128 0.940872 
1 0.100000 191.200000 0.059235 0.940765 
1 0.100000 191.300000 0.059342 0.940658 
1 0.100000 191.400000 0.059449 0.940551 
1 0.100000 191.500000 0.059556 0.940444 
1 0.100000 191.600000 0.059664 0.940336 
1 0.100000 191.700000 0.059771 0.940229 
1 0.100000 191.800000 0.059879 0.940121 
1 0.100000 191.900000 0.059986 0.940014 
1 0.100000 192.000000 0.060094 0.939906 
1 0.100000 192.100000 0.060202 0.939798 
1 0.100000 192.200000 0.060310 0.939690 
1 0.100000 192.300000 0.060418 0.939582 
1 0.100000 192.400000 0.060527 0.939473 
1 0.100000 192.500000 0.060635 0.939365 
1 0.100000 192.600000 0.060744 0.939256 
1 0.100000 192.700000 0.060852 0.939148 
1 0.100000 192.800000 0.060961 0.939039 
1 0.100000 192.900000 0.061070 0.938930 
1 0.100000 193.000000 0.061179 0.938821 
